,Income,Tenure,Bandwidth_GB_Year,churn_dummy
215,53019.98,15.94935291,1535.788894,0
216,42523.02,11.94550648,1536.589816,0
217,52143.7,16.03360405,2153.778421,0
218,19097.94,21.29342532,2409.195918,0
219,11301.4,4.95598008,1342.862457,0
220,17814.0,2.73951266,1046.054674,1
221,22533.05,4.973046104,1204.479468,1
222,19974.4,10.28430068,1616.908193,1
223,45146.99,2.581692044,345.0099528,0
224,10330.1,6.945736396,1427.088655,1
225,15281.28,9.999416271,1452.334634,0
226,11217.96,6.035737465,795.4957358,1
227,17516.0,9.004964377,1333.894229,0
228,20566.64,5.071456681,1402.20491,1
229,36128.68,12.02106494,1447.196935,1
230,52129.84,5.049303717,1662.510936,1
231,25985.06,18.17247008,1707.641161,0
232,10909.79,15.31997698,2181.752793,1
233,41151.14,16.0708543,1575.683555,0
234,64063.23,7.873371451,1029.489242,0
235,20414.07,23.62866494,2370.184448,0
236,41412.1,25.8634566,3309.919373,1
237,99195.08,9.405224809,1623.273925,1
238,18408.94,12.84490034,1146.199921,0
239,15930.45,16.59325254,2229.268031,1
240,25611.29,20.35456039,2512.36494,0
241,9428.86,12.00925702,1297.388488,0
242,3810.16,2.861423443,283.39178,0
243,118022.06,14.20349453,1947.7853,1
244,51992.79,4.98152586,849.1972541,1
245,79993.43,23.12150846,2131.359827,0
246,37706.85,6.307178205,1464.035068,0
247,22466.53,12.73622643,1381.538548,0
248,16608.27,12.00466914,1248.626874,0
249,25146.14,2.243757398,558.3751762,0
250,58882.35,1.583394702,676.2178659,0
251,31809.46,14.23487852,1641.938696,0
252,27235.54,15.28108311,1811.964373,1
253,70476.82,4.135827839,1066.632555,1
254,49396.09,9.740709475,1514.131966,1
255,35060.94,1.213704886,1189.549671,1
256,66055.53,11.86252419,1114.020282,0
257,91335.76,2.416685985,1078.291303,0
258,54349.75,6.73327535,854.2977548,0
259,75042.1,6.549035393,1489.077486,1
260,91001.1,10.57197066,1649.312808,1
261,44426.28,3.379756569,905.1959227,1
262,63284.16,8.959047529,684.6318529,0
263,14039.21,10.23679934,1662.533055,0
264,12453.24,14.96503088,2436.57146,1
265,15934.12,23.79323993,2677.74041,1
266,48314.4,11.45675389,1779.309609,1
267,5511.77,11.04076215,1494.716409,1
268,10701.11,7.425503428,1740.72604,1
269,10767.15,2.411712843,704.7552669,1
270,13493.63,2.009542213,558.4710883,0
271,25071.58,9.068119482,1282.279049,1
272,368.5,1.926789854,287.8189836,1
273,27976.63,11.77389421,1129.529441,0
274,56154.5,2.585228303,394.0148722,0
275,62145.59,9.517703088,1302.230824,0
276,6517.94,9.532523799,970.4682919,0
277,19090.03,23.103996,2522.88913,0
278,13194.33,5.104873611,682.9871863,1
279,63963.36,6.877942744,1537.109931,1
280,34447.89,21.17839683,1961.923965,1
281,36315.29,1.586331702,676.1747964,0
282,5009.07,3.778174405,929.2607767,1
283,14202.72,11.58276897,1849.484087,1
284,54779.76,11.62258922,1998.680227,1
285,36453.31,20.78013031,1898.877878,0
286,11250.71,3.940297464,992.3501481,1
287,65951.35,11.38099891,994.6354785,0
288,15292.25,1.473304337,954.0290712,1
289,41879.1,12.75609778,1775.838153,0
290,17080.57,6.253919786,1297.050577,1
291,68122.23,18.9537053,1746.405243,0
292,39468.79,9.640061615,1698.465833,0
293,123763.12,5.201330266,665.4740915,1
294,84301.44,12.42120946,1886.153328,1
295,42469.81,8.134438503,958.6989908,0
296,75458.79,14.86764776,1446.203986,0
297,60345.9,5.548652108,774.6125757,0
298,76066.77,18.35541838,1939.811149,0
299,42755.27,7.62779591,1165.564309,1
300,76874.25,4.439685675,750.8768234,0
301,41075.64,11.16903388,1292.3206,0
302,63095.62,14.14101821,2335.130986,1
303,82131.87,3.212400569,769.8534863,1
304,28502.33,16.84928353,1729.837284,0
305,9450.84,3.834727471,649.3891796,1
306,44977.06,6.198230305,823.0046464,0
307,13583.35,4.216732972,1107.882056,0
308,42093.64,4.355064781,683.8622599,0
309,55398.87,4.030250374,1301.49424,0
310,22362.59,9.915959247,1079.012505,0
311,40271.47,9.821728297,1283.463995,1
312,56178.63,9.183905417,987.653655,0
313,21053.35,8.892893007,1088.263081,0
314,75866.75,7.661226872,583.0259559,0
315,74061.48,12.4767812,1778.733282,0
316,35102.93,2.462148717,900.4043765,1
317,26391.1,14.09942339,1693.576099,1
318,29982.49,7.272649386,1143.826239,1
319,51154.34,3.999030359,886.340074,0
320,37583.97,3.115945151,373.2772664,0
321,28654.87,13.67931764,1245.328696,0
322,119968.61,14.6728104,1564.936841,1
323,11591.09,5.953547112,1354.401018,0
324,70174.11,11.74635394,1971.429689,1
325,8495.04,5.954024226,623.7865683,0
326,17191.02,22.8577804,3040.553763,1
327,24732.09,1.407866545,864.7036995,1
328,27282.21,21.08265979,2042.113893,0
329,40902.49,11.10356439,1973.661316,1
330,87568.16,9.734064703,1755.645123,1
331,69327.78,12.21754865,1758.735654,1
332,5194.22,2.423722078,557.0118807,1
333,12951.51,13.66061487,2205.334092,0
334,11179.42,8.701581043,1451.201108,0
335,47288.09,4.844060027,609.0598401,0
336,114398.35,6.485034974,1221.100604,1
337,105646.73,1.14113241,745.0493094,1
338,42386.84,7.69213424,1220.452161,0
339,38864.57,13.73012915,1771.472597,1
340,25215.22,5.690013293,1201.484293,1
341,9302.3,6.68894661,764.3017535,0
342,45225.74,9.475983046,1022.415622,0
343,29976.15,4.893221514,1284.442486,1
344,13155.79,2.656915117,289.9240291,0
345,14980.5,8.381515693,1718.600163,1
346,24017.57,14.53315436,2494.633068,0
347,26204.77,13.62832619,2270.749222,1
348,27978.78,1.281566108,567.6177123,1
349,46622.3,3.365552603,380.0501404,1
350,34419.26,5.397827503,1436.408211,1
351,8507.97,9.001231999,1852.503069,0
352,64420.19,10.9750814,1312.008382,0
353,122263.81,7.825845378,863.0820861,1
354,64446.9,14.12966281,1854.793303,1
355,20647.83,14.66914461,1778.431765,0
356,23956.91,5.388165017,764.2419259,1
357,56003.36,2.810825808,307.018806,0
358,50150.81,2.485229169,1179.782483,1
359,4180.22,2.051069457,1040.034575,0
360,70023.28,6.10108047,1080.159892,0
361,40728.96,4.950398978,775.5613336,1
362,69248.13,10.16660427,1061.587971,0
363,65187.42,12.29558653,1334.403775,1
364,26005.77,24.8868126,2346.143947,0
365,10423.75,9.660361769,1491.768656,0
366,28909.96,7.663625954,927.1279646,1
367,28219.28,5.25445262,686.9354616,0
368,67319.27,13.59137366,1460.513443,0
369,71348.1,12.3492819,1942.250203,1
370,39231.99,18.37317391,1923.549943,0
371,28129.21,8.498042024,1239.802036,0
372,69104.9,22.33583015,2499.186161,0
373,31282.78,1.541545443,302.3848209,0
374,65229.24,12.78453216,1865.48625,1
375,15110.46,2.527681829,908.7910203,1
376,66922.3,7.065506244,790.9469893,0
377,1666.59,4.258552081,956.2636975,1
378,50258.38,4.801969514,639.3261343,0
379,54373.35,5.204853319,1572.045646,1
380,33588.84,32.0730133,3099.922244,0
381,23629.05,11.16847385,1599.727567,1
382,91186.03,16.8000196,2188.672399,0
383,20204.74,17.6210362,1586.699491,0
384,37703.83,17.18829795,1828.279015,1
385,29117.32,17.52138221,1866.966586,0
386,52531.72,10.4103675,1718.555203,0
387,25742.72,3.310281145,556.2193844,1
388,21072.82,2.993625911,1035.183038,1
389,37774.81,16.26037537,1580.43019,1
390,20811.42,3.045064701,703.6927423,1
391,34474.39,15.35762157,1842.258692,1
392,81388.6,5.940902789,1167.271182,1
393,78272.96,5.988505209,1007.289786,1
394,11655.88,7.138784756,1500.69101,1
395,37773.19,8.951793883,1404.773397,0
396,40183.01,4.221959275,1342.310858,1
397,37149.4,9.797427154,1250.94478,0
398,10331.57,10.90397471,1710.958869,1
399,37096.85,1.665591776,169.3992798,0
400,26004.59,8.611218573,1261.554565,1
401,77291.95,1.28507969,794.9581116,1
402,24462.25,1.379696124,713.364269,0
403,75871.75,3.084376591,952.5914921,1
404,28840.47,2.43754565,778.6094503,0
405,25299.48,3.288124191,627.0001275,0
406,37631.4,32.30772134,2938.319116,0
407,23014.69,13.46565415,1566.001524,0
408,31300.68,19.244458,1889.642423,0
409,55840.35,8.69085131,1420.771651,0
410,9729.44,3.778575882,1254.725693,1
411,35891.67,10.27819073,1570.345219,1
412,20801.9,4.156887945,500.4406927,0
413,112429.2,11.32083915,1563.848623,0
414,33217.64,5.254442453,787.0962355,0
415,45562.97,5.2551003,1119.610001,0
416,15380.9,6.417132666,1155.782468,0
417,100232.53,18.61278731,1995.346628,0
418,57900.98,4.924623699,922.1362066,0
419,60476.86,6.325942162,717.6823944,0
420,26875.13,17.22220989,2223.835601,0
421,24447.03,3.238699239,1143.685617,0
422,14817.22,6.437878909,1537.296207,1
423,6170.55,15.22323989,1614.544362,1
424,33620.38,7.484425045,758.8338668,0
425,86453.08,7.218752772,1317.766231,1
426,31466.9,11.69875604,1189.578203,0
427,76984.15,10.03363969,1467.273158,0
428,43586.8,18.46162568,2192.693797,0
429,13148.09,16.52138638,1568.47416,0
430,11612.88,13.83290937,1376.095043,0
431,71215.87,5.02568958,811.5600648,1
432,18113.33,2.644787483,243.2617759,0
433,18895.18,2.522962069,676.6465414,1
434,48852.54,3.508974199,801.4709595,1
435,6574.36,11.50651216,1316.145864,1
436,10342.14,10.96319721,1270.217581,0
437,23028.48,5.505247606,1339.709597,1
438,31843.16,14.16961729,1624.799349,0
439,31920.88,10.27782059,1400.834009,0
440,54961.9,3.364993591,1149.108155,1
441,119964.79,9.307770559,1387.016004,0
442,21897.41,1.171557288,544.12326,1
443,72129.01,7.262579715,1803.917571,1
444,16368.02,17.06899012,1518.747945,0
445,59147.78,10.8600084,1932.20577,1
446,65900.37,16.48065356,1886.312286,1
447,69369.36,10.85041661,1738.71901,0
448,23382.74,4.85576672,1060.026737,1
449,25886.2,1.715329149,250.9270047,0
450,99519.26,21.71097206,1916.832871,0
451,93039.69,3.470685398,573.9920618,0
452,37852.37,1.914386255,272.9823095,0
453,54727.46,9.16272705,1233.975771,0
454,47944.46,7.457173484,1552.772876,0
455,18402.27,4.991605214,1259.735294,1
456,43631.75,10.5903229,1287.821218,1
457,31392.97,14.68216127,1516.667438,0
458,10466.23,5.440398012,589.9932647,0
459,20197.89,11.92300936,1021.482609,0
460,99482.26,9.461939857,1267.634616,1
461,48005.75,13.90000955,1266.503765,0
462,50666.54,13.99579075,1877.852717,1
463,6117.38,13.44056701,1541.134986,0
464,7953.27,3.179043613,744.2470872,0
465,101000.3,14.58066686,2023.519366,1
466,10882.02,17.24908083,1428.427469,0
467,69156.25,2.760467902,1283.253595,1
468,19563.77,20.04140358,2256.776479,0
469,27113.0,8.001673351,955.0876357,0
470,156740.67,1.092219692,499.7170655,1
471,23165.82,14.68600159,1562.32774,1
472,13378.22,4.135515169,776.4780765,0
473,5337.97,9.086633107,1118.646915,0
474,72490.86,9.493585403,1781.692875,1
475,12476.24,5.372758028,1086.92093,1
476,64584.13,13.82188875,1551.398147,0
477,32885.95,2.598489694,573.751474,0
478,80862.03,12.9401487,1794.116848,1
479,49800.1,4.957713222,1103.594576,0
480,6958.83,28.79864005,3143.245184,0
481,19133.76,7.176411327,1381.802291,1
482,23413.1,5.709925704,1091.10126,0
483,11957.82,3.956375328,891.9472856,0
484,31250.41,1.033067819,538.1168657,1
485,9487.91,2.206152519,497.9042695,0
486,13533.47,3.820262172,1115.476658,1
487,46533.08,2.640977982,522.7315686,1
488,47946.16,5.622660986,961.5888385,0
489,14393.72,1.634394387,883.9008134,1
490,4102.64,2.012075635,565.3167155,1
491,11249.18,10.06913982,2062.605873,1
492,18684.74,6.935335786,1197.080651,0
493,75276.52,15.56741347,1972.725118,0
494,78129.73,12.75071284,1427.321538,0
495,97761.18,8.573785357,1218.124487,1
496,20789.86,13.86188691,1874.789062,1
497,34038.71,10.77929667,1806.007164,1
498,16051.94,16.88097916,1939.600904,0
499,24266.04,16.92163398,2275.888923,1
500,28712.86,11.91663193,1372.385193,0
501,18966.81,2.81822785,785.6266383,1
502,67530.44,5.100566529,1226.343895,0
503,38866.92,4.806882153,1047.361909,1
504,44314.39,5.658327457,893.5446642,1
505,26929.55,2.649525158,1210.047397,1
506,50643.95,18.76976086,2329.912456,0
507,4803.58,13.04542381,1163.407505,0
508,21278.71,1.534192133,736.9303356,1
509,16874.68,9.039309605,1134.880009,0
510,20314.7,10.15330548,1561.294194,0
511,146494.7,8.792119046,1216.325478,0
512,28908.4,1.542556879,1192.502878,1
513,159315.5,13.65776694,2140.402985,1
514,47370.85,5.165404738,867.2394016,1
515,59158.79,13.17859958,1581.016214,1
516,39802.79,1.557206083,724.6774743,1
517,50195.66,7.226076469,1123.971139,0
518,52946.65,20.91720893,2633.809472,0
519,7681.82,7.228526307,967.7426094,1
520,17876.13,20.43854626,2101.344074,0
521,21795.58,2.915827364,862.3199149,1
522,5192.16,9.709171662,921.1401066,0
523,60897.92,1.939549257,752.1641496,0
524,35939.37,1.502124145,522.7806578,1
525,24091.33,1.906368477,736.161108,1
526,41209.8,15.60605339,2148.889242,1
527,26695.46,2.084396413,1304.999684,1
528,14185.42,1.781895205,292.4731737,0
529,12765.41,2.050742411,655.3814577,1
530,11386.53,2.447649309,660.0908173,0
531,56131.21,10.81997919,1655.780173,0
532,50560.17,8.650238791,1090.76661,1
533,24202.12,8.878536605,1136.118286,0
534,1668.97,2.359067126,673.2665835,0
535,36973.83,6.811759674,831.1303039,0
536,17218.09,5.207179461,729.541703,1
537,34228.9,9.450195459,1163.701618,0
538,31159.95,10.6312597,1720.167182,0
539,21654.51,3.564836875,626.5880936,0
540,36121.33,1.815836226,369.7619068,0
541,76136.04,8.932053699,1197.180331,0
542,20957.58,7.349620762,1164.240281,1
543,33559.74,14.71424943,1651.424177,1
544,30142.44,7.073151031,1489.301457,1
545,21663.69,1.597765127,775.0343206,0
546,12924.08,8.054118994,1808.311421,1
547,67021.35,14.96135055,1942.452213,0
548,31006.39,22.76986341,2847.700412,1
549,28580.25,2.519975147,908.4356314,1
550,23706.94,5.915247686,973.4512833,1
551,49693.17,7.793733508,1097.703155,0
552,77622.97,20.44846104,2936.746847,1
553,86411.28,10.40161068,1883.962411,1
554,46353.07,11.40192641,1808.501398,0
555,62359.81,7.604093453,844.8711719,0
556,19942.74,12.85397739,1215.114995,0
557,51203.14,1.410971237,382.5347203,1
558,10818.08,8.874920206,1043.790368,1
559,33165.9,6.013261132,851.1414085,0
560,25819.56,9.306233406,1762.075547,1
561,21806.2,4.902104964,1350.716866,1
562,28082.45,1.894776657,1052.042079,1
563,69662.99,5.204111135,1159.678094,0
564,54674.22,1.375013189,338.2592054,0
565,16706.02,1.387575524,851.811469,0
566,31980.81,2.685677496,669.0040793,0
567,41955.27,5.511437756,910.210446,0
568,57107.43,16.58244758,1981.954133,1
569,6769.7,14.17620441,1695.851887,1
570,65191.79,10.81527088,1305.953642,0
571,35947.74,20.01892414,1950.886897,0
572,23022.97,6.956508263,1631.872719,1
573,33529.19,8.274610767,954.6181316,1
574,73378.99,6.786723844,957.753476,1
575,3504.7,3.605888824,1057.571757,1
576,20125.41,10.19243185,1277.521575,0
577,25807.14,3.998433243,327.6622533,0
578,21801.03,4.964368923,1193.589255,0
579,15518.51,5.884557067,1252.155771,0
580,10299.94,1.084656113,261.1185652,0
581,30944.95,7.21126107,879.6579171,1
582,80906.28,2.140387928,1080.597617,0
583,39281.35,7.931439645,1262.007891,0
584,14536.31,14.08939653,1713.178075,0
585,43044.31,9.232644617,1264.760574,0
586,19373.31,6.951491551,1356.299478,1
587,46426.0,3.137169138,386.0863102,0
588,24903.99,11.85998919,1299.066214,1
589,82554.24,3.113737885,278.5411418,0
590,48163.8,4.985175451,1014.311651,0
591,25331.3,11.41238102,1511.115195,1
592,25898.52,15.37990405,1795.270512,1
593,2374.22,3.775528995,551.1855922,0
594,88915.15,5.30268427,1051.833922,1
595,21168.49,2.843930975,567.3663629,1
596,74026.91,13.70230727,1614.036609,1
597,21064.75,4.768869377,771.6292755,0
598,42659.99,14.57312339,1329.158978,0
599,15253.93,17.28022598,1929.06738,0
600,29353.41,16.1217624,1845.830672,0
601,35089.38,2.437089876,909.6827162,1
602,75443.13,5.822867455,1084.807286,0
603,55081.63,16.18199957,1602.254193,0
604,16581.74,14.46037646,1435.057667,0
605,29361.24,1.504124801,729.7054333,1
606,26164.5,7.737353244,1290.274294,0
607,60231.84,4.109952242,1200.010955,1
608,20191.76,2.566196093,774.8506663,1
609,44316.41,4.440328327,1178.437008,1
610,51090.87,12.3848312,1321.193696,1
611,58324.01,6.396338897,821.4684599,1
612,48137.75,10.03212915,986.2673645,0
613,19639.83,2.62036784,587.538153,0
614,27259.78,3.795086086,1517.166558,1
615,86897.5,3.149071183,520.606284,0
616,27537.94,3.484000437,1138.169594,1
617,8690.46,5.770302149,829.9759818,1
618,29823.06,2.981008475,477.2500925,0
619,28790.03,9.14991493,944.3304649,0
620,63725.44,11.38939562,1499.600891,1
621,14900.46,1.445148407,524.9630078,1
622,37552.96,6.143856241,1035.02733,0
623,163086.24,5.981775914,1281.923094,0
624,15621.76,2.08299524,951.3512058,1
625,12782.07,7.110141173,894.626194,1
626,14331.34,3.041138012,1045.360604,1
627,25934.55,15.37394197,1829.923575,0
628,37860.79,3.905351198,838.8374504,0
629,99007.42,3.838043219,688.2231899,0
630,49915.86,5.141923371,927.5974127,1
631,11455.64,19.17821675,2031.266556,1
632,22322.51,12.36979696,1241.892931,0
633,67019.55,14.28414317,1662.516242,0
634,61436.18,3.769989038,857.6130334,1
635,83705.06,9.126959742,1640.244176,1
636,58187.53,2.684151079,991.424632,0
637,36699.84,24.39432985,2895.881802,1
638,26942.28,4.676474348,1396.347808,1
639,15638.87,4.065555679,640.3809858,1
640,49252.56,19.95372925,2072.694492,1
641,8497.8,4.241019424,1001.860025,1
642,56574.39,14.02310297,1669.613093,0
643,58297.91,1.042140757,878.627791,0
644,24940.07,4.483251529,558.9953054,1
645,18410.16,2.768037617,570.1301629,1
646,85742.06,6.357562637,1178.057753,0
647,100626.29,7.748370205,1219.21915,1
648,20485.31,6.90648504,1000.051774,0
649,24166.24,11.80191083,1233.889856,0
650,60415.32,20.75499393,2245.476461,1
651,40667.47,10.57261422,1243.478237,0
652,29876.17,5.260136013,1502.677072,1
653,22790.72,28.38835566,3249.417944,1
654,67828.98,2.451160296,764.893446,1
655,94520.02,7.243986575,708.0622854,0
656,172884.11,1.876407503,1075.001724,0
657,45301.07,7.29973843,847.7321161,0
658,13673.66,11.24483017,1967.957184,1
659,33731.69,6.735352382,1066.193338,0
660,47738.37,5.991017375,961.1315871,1
661,26633.0,16.67574291,1639.197703,0
662,70806.33,10.28281832,1200.853937,0
663,73566.21,19.21689293,2562.992759,1
664,50601.07,11.34954445,1766.503802,1
