,0,1
1,56.31481,5401.877883
0,55.75053,5026.107394
0,63.1308,5477.999845
0,2.654262,500.6893216
0,51.40304,4835.577166
0,64.17032,5612.009142
1,7.890442,1593.482092
0,9.510993751,1142.427499
1,4.741795,855.8268713
1,8.093081,1340.469295
0,7.735821,1003.915085
1,2.061636,598.858359
0,2.849622074,592.8646912
0,2.731606393,306.0664281
0,50.34057,4614.576112
0,66.31705,5753.824737
0,21.42226,2520.720283
0,65.49323,6135.141648
0,4.055418,1002.424825
0,69.29855,5995.290634
0,71.46108,6391.040605
1,1.399445,901.9731056
0,56.24027,5182.334759
0,8.249941923,859.8649518
1,7.820202,1553.750811
0,58.31897,5326.224652
0,6.864699,1422.2449
0,58.96403,5534.707356
0,11.84721,1409.472824
0,65.24225,5929.34648
1,4.860645308,742.7794122
1,10.377366,1710.689671
0,58.8745,5321.961115
1,3.736763788,866.8410599
0,68.82747,5920.786804
0,4.816947,760.1831445
0,56.20378,4551.440341
1,7.019257,998.0645117
0,10.99657,1620.224811
0,14.12424,1727.365848
0,70.23581,6548.644506
0,47.4558,4347.952465
0,59.11522,5801.742401
0,50.46018,5066.934116
0,64.87596,5989.298293
0,66.10268,6641.027483
1,1.364515,988.3464184
0,65.27324,5993.520721
0,71.61852,6621.09271
0,58.80144,5468.390333
0,58.3401,5172.422992
1,68.37019,6752.652755
0,69.44118,5972.406287
1,11.34954445,1766.503802
0,6.137692,767.624909
0,13.25623,1563.141746
0,16.15713,1767.444722
0,48.06765,4968.246217
0,16.88185,2233.112834
1,9.85591776,1014.45747
0,49.11678,4563.3631
0,17.58224,1964.367635
0,71.51635,6667.408481
1,9.878308737,1647.420385
0,5.755833887,878.7051436
0,58.99154,5490.29487
0,58.77002,5435.522187
1,19.70229,2850.191042
0,54.51932,4887.271461
0,1.74299,453.3963183
1,2.395742,949.9087685
0,47.94936,4073.89846
1,10.28653,1560.396967
0,63.97947,6246.190895
1,4.370713,895.556806
1,10.27819073,1570.345219
0,2.62036784,587.538153
0,56.736,5176.004699
0,47.20955,4421.565715
1,10.27733324,1998.877156
1,14.10183,2353.047822
0,58.57249,4938.967049
1,7.413447,1469.056257
1,2.246214,632.4760401
0,68.7146,5897.501471
0,23.44153546,1997.134556
0,49.74162,4844.338366
0,14.46037646,1435.057667
0,15.71358455,1679.045392
0,15.68627,1448.715638
0,53.4946,5083.028968
0,54.09544,5158.501952
0,12.73622643,1381.538548
0,59.52044,5736.40115
0,24.77325806,2234.450325
0,12.57563,1185.107111
0,67.77122,5964.347127
0,2.905283283,558.2340556
0,2.206152519,497.9042695
0,40.77723,4121.283443
1,61.17571,5558.549267
1,4.991605214,1259.735294
0,65.0829,5909.336061
0,60.31971,5264.734623
0,57.48138,5062.064883
0,1.789830613,616.51937
0,68.6663,6145.669296
0,44.58913,4233.959568
0,70.38624,6608.57453
0,61.74103,5514.944335
0,70.31022,6074.151439
1,10.52104,2186.78593
1,2.010353461,441.5863902
0,7.809364,1572.631084
0,1.047382039,641.845268
0,61.0911,5653.372513
0,7.349883172,885.546457
1,20.83084927,2221.139588
0,2.320115,877.5328489
1,67.93803,6646.927545
0,67.62049,5919.39345
0,64.1621,5940.543417
1,6.971589,1277.067543
1,2.65459,479.1497047
1,7.976237,1410.771138
1,10.83268,1248.354542
0,62.90882,5980.394774
0,13.3771743,1298.399804
1,60.93197,6199.767982
0,11.12611,978.1726612
0,53.77815,5163.021507
1,21.50913,2422.231415
1,1.75453,713.7053321
1,13.92306,1704.12272
0,31.32024,3022.776148
0,58.86685,5441.933092
1,12.02106494,1447.196935
1,14.34935,1750.253059
1,11.42705,1209.083545
0,51.0221,4778.015995
0,48.79391,4663.083428
0,58.76049,5246.927502
0,69.24438,6024.530188
0,11.96274778,1639.898269
1,5.679237,895.0975786
0,52.9247,4932.430411
0,8.681614,1501.794265
0,46.88518,3891.647782
0,57.29968,5064.686588
0,24.3036064,2419.797484
0,9.102322,877.6347728
1,1.14113241,745.0493094
0,9.309073,1424.784732
0,69.38285,6600.127641
0,53.9154,5304.643513
0,68.41538,6205.418228
0,6.832965812,1468.00712
0,68.14733,6235.95972
0,47.42715,3842.137812
1,10.06945,1125.724207
0,64.11549,6093.493249
1,6.23273,912.4311552
1,17.27999,2074.948906
0,68.62845,6175.153891
1,11.21368,1819.192603
0,9.907505405,1223.869565
0,70.50947,5774.340454
1,3.890319,993.4525617
0,63.14574,5477.047906
0,20.00794461,1824.510182
1,5.397827503,1436.408211
0,59.29981,5527.671776
0,4.109741,1027.507457
1,15.21980082,2425.149963
0,43.55176,4181.937026
0,4.054345,471.7954635
0,1.375013189,338.2592054
1,12.68609343,2025.927893
0,8.390283,835.073392
0,30.7698,2744.394944
0,53.90195,4984.657525
1,6.398242,1348.318284
1,9.526371,1297.915797
0,17.56356483,2136.125116
1,4.606587,893.3552968
0,10.6052,1782.253032
0,65.4294,5671.821266
0,67.97118,5725.974592
1,24.19132114,2551.579661
0,69.91537,6915.693645
1,6.403857,1588.073926
0,44.81075,4318.755591
0,7.832238337,943.3391244
0,12.61694943,1055.617042
0,60.54294,5245.350989
0,9.217596711,1265.78479
1,1.440416687,635.4288732
0,4.570915,1418.137965
0,47.62011,4159.078651
0,10.4983,1691.271964
0,38.85837,3812.804172
0,60.49154,5934.168034
1,5.045543619,1540.140383
1,20.84965,2280.034122
0,61.41519,5550.413849
0,14.83659,2304.085004
0,14.65682,1606.304191
0,71.31402,6619.007955
0,53.84369,4581.577784
0,52.76082,4966.563579
1,5.315954,1163.644754
0,6.617173,916.275075
0,22.39935475,1960.019242
0,67.33169,6443.376935
1,8.882682,1531.239282
0,2.856149,830.1003254
0,60.24089,5551.218207
0,66.2073,5943.037284
0,66.31286,6321.808564
0,7.649477,956.2196954
0,67.53496,6580.30162
0,63.60301,6329.040598
1,4.153793775,1267.731181
0,65.36086,5723.066248
1,13.85765,1946.937264
1,7.890163,1291.871722
0,71.03326,6079.400361
1,36.05704,3729.770527
1,66.68688,6175.832114
1,11.76248,2037.626802
0,7.897660605,996.4395858
0,19.48900163,1974.780054
0,66.67798,6150.804869
0,9.832835,1583.398883
1,18.98342,2038.787429
1,6.564797,1801.105672
0,67.07059,5852.331432
0,67.76235,5632.15471
0,7.03957,1185.478786
0,5.614074,1108.726166
0,13.22141934,1398.114035
0,71.3386,6100.344382
0,61.32409,5556.247274
0,44.83431,4091.156525
0,62.09703,5452.509295
0,13.00557,1618.779462
0,48.56111,4282.995447
0,60.5753,5626.984861
1,6.28842083,958.0823564
0,57.18462,5066.909377
1,5.306649,867.400478
0,57.44563,5452.591282
0,57.48285,5645.101799
0,9.39804,1275.449066
0,7.916533093,1570.641337
0,5.966695,901.932094
0,45.59475,4652.920592
1,58.82987,5599.136827
1,14.12966281,1854.793303
0,40.73541,4123.921101
1,1.115115,373.4091813
0,67.25716,5820.087969
1,7.934658,1031.328337
0,58.75091,4886.743042
1,3.088732,785.2993593
1,4.245048,946.9600501
0,66.57411,5871.273948
1,2.006646,977.9075314
0,4.135515169,776.4780765
0,12.80172,1403.146012
0,57.3396,5648.31533
0,19.95038,2063.282237
1,10.68972,1221.300132
0,8.791194482,1040.933456
0,64.81224,5869.378889
0,66.27257,5766.226735
1,13.48223,1744.354966
0,62.6686,5901.89928
1,6.645392,1037.253154
1,4.820891,1569.607544
1,53.81991,5394.514435
1,69.32327,6518.166442
0,57.67289,4920.518248
0,68.34963,6376.192688
1,3.218751358,951.2972085
0,7.773669,888.4950848
0,56.43742,5061.170302
0,71.84893,6678.820787
0,67.66242,5926.760477
1,3.199579,804.7021179
0,7.761878,1231.447125
0,69.70806,6528.343934
0,41.74273,3716.351124
0,40.62433,3542.766428
1,9.190009376,1577.915603
1,2.696846,808.114485
1,9.51775,1892.444874
0,65.16939,6395.153415
0,64.15677,5773.173421
0,8.279774899,1571.814704
0,58.87396,5375.881358
1,58.40109,5925.343914
0,71.52864,6210.519966
0,71.17531,5997.071735
1,7.120096363,1290.737183
0,7.387825,1411.701061
0,63.17583,5857.728582
0,1.73409,428.5644943
1,7.376158,1669.828557
1,5.014012,1501.093332
0,54.42917,4491.178233
1,13.08183,1525.934554
1,23.32691904,2649.830017
1,62.16781,6126.605256
0,58.5543,5208.893265
1,7.467093,1254.859385
1,20.95648,2733.904187
0,8.386909,834.8359967
1,7.874401,1895.230077
1,6.678303,1307.120014
1,2.147261,1341.275592
1,8.612474,1425.150573
0,46.75485,3840.965627
1,3.701557118,937.5863866
1,12.30462572,2056.185889
0,69.71137,6192.63762
1,8.346499,1456.082414
0,23.05042619,2730.054658
0,8.133269102,1103.011016
0,18.1201,1683.407282
1,8.116071,993.0023112
0,4.719731,626.8266819
1,3.721772616,777.3060718
0,8.306218,1064.595704
0,49.71999,4553.52168
1,3.084376591,952.5914921
0,50.88709,4992.984164
1,1.426775,756.1541962
0,64.92993,5691.001621
0,47.1164,4192.87684
1,1.293544,712.4768186
1,8.27839,1169.714886
0,6.280617,1106.403216
1,4.303849456,682.9095847
0,67.94252,5691.599692
0,3.295993837,839.4587853
1,1.932155,552.2795704
1,3.606976,1330.057877
0,54.12547,5020.535562
1,9.983052758,1774.760154
0,55.17028,4964.396722
1,20.52701,2563.027756
0,69.2139,6095.07687
0,16.01233793,2010.958936
1,4.056889119,913.521381
0,71.66705,6715.662535
1,18.07558,2082.760575
0,69.39989,5896.604353
0,65.85662,6484.077095
1,11.71980152,1726.803854
1,43.73697,4458.846728
0,59.17567,5305.771174
0,58.73457,5537.702266
0,70.66533,6523.645236
1,10.15306,1081.276543
0,6.999864982,949.785575
0,56.35343,4969.32191
1,40.82315,4017.55183
0,52.75072,4550.793265
1,2.542296644,808.4305471
1,16.66213522,1943.761302
0,66.74968,5964.070556
1,1.124104,906.3706236
0,64.00501,5231.543507
0,62.06064,5396.112945
0,15.09343,1502.957327
0,3.533323,793.8062657
0,44.09777,3869.872224
0,66.8616,6286.517671
0,10.93329,1167.924948
0,5.951276,849.8471125
0,57.33546,5658.119795
0,64.57131,5514.722604
0,60.1541,4882.901543
1,7.354812,1099.874685
0,21.6132385,2467.669888
0,64.61204,6030.712542
0,7.409149,641.192229
0,51.54301,4950.103922
0,18.32428,1747.20978
0,65.52605,5913.125552
0,64.81364,5571.868167
0,66.82313,5880.876863
1,6.602711,1569.491526
0,1.781895205,292.4731737
0,7.629943705,954.1807838
1,8.908332009,982.2094626
0,47.78655,4317.862166
1,7.032433,1818.572601
0,71.59338,6230.543177
1,1.747076331,922.4502594
0,42.93116,4390.887942
0,57.08875,5084.877488
1,3.171487,773.5217752
1,4.082591,787.75587
0,21.67433467,2230.633867
0,51.83423,4912.438643
0,57.86878,5118.485777
0,69.49722,6270.108334
0,69.40052,6457.28774
0,62.07668,5624.996529
0,10.08697,1627.959422
0,47.77726,4520.939364
0,52.61696,5031.059535
0,65.90788,5831.190256
1,17.88183906,1737.043258
0,11.40214,1326.326983
0,47.99369,4184.902878
1,4.14274,1012.974384
0,15.1418246,1503.123653
1,2.645653,1076.444999
0,64.52906,5587.309027
0,2.416685985,1078.291303
0,46.21777,4042.881848
0,67.87061,5720.467652
0,49.75092,4387.374407
0,57.17893,4723.54426
0,4.791566,1085.979242
0,61.00511,5210.641825
1,4.806882153,1047.361909
0,70.20999,5934.247818
0,47.67256,4666.085107
0,4.248159714,682.4871065
0,67.39064,6579.180799
0,56.3686,5502.195694
1,2.548892,1236.080387
0,9.836442,888.9198648
0,22.33583015,2499.186161
0,59.64391,5487.953653
1,9.060745,1161.650257
0,5.982479,1418.914101
0,8.161101,874.8586177
0,56.67924,5042.032681
0,70.15014,6548.096564
1,7.038169,1280.711037
1,66.34669,6377.789045
0,67.78399,6028.793302
0,9.618627021,1280.37995
0,64.49464,5981.217808
1,6.207517,1071.774579
0,6.339408608,639.5093519
0,7.793733508,1097.703155
0,12.11795763,1386.813604
0,63.39679,5486.549081
0,3.246478,545.3992275
1,4.300397,752.2906635
0,62.78883,5841.624759
1,7.732188,1051.673689
1,1.796113,1042.042108
0,65.0113,5675.878459
0,57.63584,5025.121526
0,54.94221,4999.200658
0,63.71215,5895.135365
0,64.48925,5345.265159
0,61.04844,5990.538991
0,58.86292,5445.472792
0,4.367739,924.895642
0,11.90088632,1831.930109
0,9.24589,804.9040342
0,51.45585,4442.819177
0,1.796688583,600.0687482
0,69.01301,6292.807402
0,9.677739656,1129.549713
1,8.635904,1076.282569
0,67.37641,6158.129487
0,61.50205,5275.613898
0,70.40902,6404.998855
0,7.53282,1403.833391
1,7.431055,1283.018595
1,40.94814,4444.680517
0,61.60969,5596.424346
1,4.044068,694.3512691
0,63.87447,5901.372906
1,16.30451,2674.664142
1,10.8600084,1932.20577
1,3.4187,619.2614035
0,9.894265,1338.619611
0,59.48026,5881.867947
0,55.59681,5091.409521
1,4.656535,1012.460755
1,4.759938908,897.6280912
1,2.589165,662.5967184
0,12.24190682,1808.730555
1,6.133827574,950.1312316
0,7.760290062,740.010722
1,5.898536601,1743.932853
1,1.616979,962.2206823
0,5.803901847,1041.301237
1,6.307859,862.6906733
0,48.89289,5194.247313
1,6.446079,918.6663119
1,7.704074,1436.32927
1,2.698284625,783.1189106
0,52.53762,4654.72171
0,71.106,6152.279339
1,6.582225,886.9671382
0,52.5986,5141.180261
1,5.049303717,1662.510936
0,5.7018635,831.9771606
0,3.002844144,892.8964931
1,3.189179387,1345.804923
0,61.17556,5305.741074
0,43.69919,4235.170641
1,6.027648047,1135.519834
0,8.813715,1426.604038
0,5.884557067,1252.155771
0,71.67689,5887.667168
0,62.18037,5479.036356
0,69.7211,6525.625338
0,63.23545,6210.36612
1,3.468872554,1203.486183
0,56.19141,4974.663293
0,58.54353,5432.197233
0,2.344875382,704.7540406
0,57.81554,5320.166858
1,15.88445,2131.892874
1,37.5471,4460.286319
0,1.379696124,713.364269
1,2.423722078,557.0118807
1,9.955486,1557.295826
0,60.46744,5420.429624
1,16.00330155,2120.673828
0,6.574699,877.990892
0,25.68869,2790.931185
0,58.36296,5161.84319
0,64.00973,5499.748153
0,38.28807,3491.783586
0,60.2958,5906.275909
0,4.777862937,1464.442974
0,70.22382,6244.295389
0,11.06628519,1420.927135
1,8.443528,1280.600763
0,11.14672304,1103.202075
0,64.395,5635.691786
0,13.57977305,1780.791626
0,8.58684,1071.697033
0,48.4017,4342.047465
0,60.12009,5873.892189
0,39.23379,3600.119372
0,71.58757,6489.928767
0,67.26145,5923.027721
0,50.55291,4705.493469
0,3.787548072,798.4275185
1,2.1782,1059.664803
0,66.9628,5733.035422
1,9.213435,1553.257429
0,71.35208,6816.033585
0,57.04429,5435.713342
0,48.22395,4163.015502
0,68.26818,5965.540287
0,63.76818,5398.347301
0,52.20263,5197.361049
0,58.91402,5324.687949
0,7.533801,1151.972963
1,1.532973151,720.5035962
0,38.92029,3747.78242
1,70.49752,7096.494932
0,2.644787483,243.2617759
0,14.77367,1600.620121
0,52.86347,4803.633727
0,67.99043,6218.7988
1,56.16716,5628.746728
0,71.7248,6243.997319
1,2.5238884,779.392646
0,65.86739,6309.069748
1,58.23726,5088.803181
0,4.454344,1069.09373
0,8.794478,1182.278269
1,1.532436,535.7389183
0,5.294527,723.6126048
0,15.56801,1752.77238
1,2.522962069,676.6465414
1,1.524132,757.2197489
0,68.63397,5814.158774
0,66.42406,6195.027927
1,22.79214163,2294.781131
1,7.146126,1413.736327
1,1.849371568,1088.89675
1,14.92730216,1940.626426
1,6.588658,1667.235527
0,57.60401,4865.052135
0,62.13371,6021.620867
0,65.62722,5890.098766
1,7.840871292,1173.415489
1,15.85002222,2401.406545
0,52.83276,4747.190141
0,71.59806,6486.342263
0,67.09561,6098.13029
0,6.984409,1045.005193
1,8.085917091,1088.288955
0,47.79913,4305.698234
0,49.98309,4393.579424
1,23.00764441,2464.577489
0,6.106821,1149.045043
0,71.85451,6342.815783
1,2.077466,1244.139414
0,67.78257,6335.816115
0,62.08636,6253.824131
0,67.72122,6149.65603
1,5.186633,1485.319376
0,70.89738,6621.872123
0,58.69071,5228.370034
0,22.52336,2587.895755
1,23.92132231,2676.789803
1,7.073151031,1489.301457
0,9.028422616,876.3492188
0,17.2154,2196.280451
0,67.97714,6503.687238
0,60.23312,5280.921374
0,52.20612,4977.814552
0,62.83833,6066.459973
0,53.47075,4445.615287
0,10.15451,1224.72764
1,2.438513,520.3000287
0,58.46541,5104.379413
1,13.76871228,1801.182918
0,58.52641,5479.424336
0,15.87685513,1708.614019
0,59.64017,5294.992478
1,4.541407,895.8563668
0,56.40424,5080.902489
0,1.798433,528.989098
1,7.646165,907.2332556
1,66.11418,6246.940881
0,59.33067,5260.956377
0,71.96367,5953.601251
0,55.66796,5105.294837
0,4.320048,1215.716688
0,66.59235,5765.833852
1,7.342789,1221.605576
1,1.13143,730.8534585
0,48.45122,4324.605332
0,60.06802,5708.50306
0,3.199643,577.5034833
0,61.30659,5777.009445
0,56.53361,5216.869795
1,2.93932,824.1074963
0,7.238006,1495.619695
0,15.19686,2095.117873
0,69.35321,6553.155711
1,2.518069,921.6983239
1,4.098818,1132.634807
0,21.29342532,2409.195918
0,63.9916,6215.478436
0,71.53575,6293.106347
1,50.49072,4520.861055
1,4.044209,991.6890153
0,3.612294,1195.475034
1,8.550692097,1692.566285
0,17.22220989,2223.835601
0,67.13541,6684.346075
0,21.03542,1784.938558
0,61.84543,5779.47654
0,65.62921,5389.491157
1,8.016341,1033.144943
0,7.470963,1453.3619
1,17.39605821,2019.788427
1,9.740709475,1514.131966
0,5.2551003,1119.610001
0,62.77605,5728.24521
0,27.12312,2534.437264
1,21.13934,2483.369395
0,6.248150471,580.5443061
1,10.55675189,1437.241364
1,2.451160296,764.893446
0,1.43538042,367.3059091
0,13.87203,1702.870167
0,66.00861,5933.314519
0,67.18986,6191.373013
0,66.91884,5661.61911
1,6.967998,1900.983013
1,4.612442,1114.048401
0,6.842584,1209.707399
0,21.08265979,2042.113893
1,15.98922,1770.233657
0,62.27397,5560.7204
0,4.225661,693.5913883
0,10.32943,1400.209666
0,71.92785,6327.647329
1,68.7816,6693.382735
0,66.79288,5950.933762
0,69.17356,5831.590077
1,5.147213,1394.025763
1,1.225588884,547.9869964
0,23.91177,2059.963787
1,16.12971,2275.291432
1,7.131841,1741.054382
0,70.04547,6450.493796
0,67.15579,6388.31821
0,52.09557,4879.170769
1,17.05378,1921.943744
1,4.469398,834.0925038
0,52.58546,4849.21743
0,10.44973947,1768.55004
0,2.647286,969.8255583
1,20.96092159,2743.734408
0,16.48377098,1968.581014
0,66.62855,6618.320348
1,5.358251,1259.0664
1,9.563362997,1324.330108
0,2.507107,463.6732561
0,71.99132,6840.191109
0,45.92294,4527.054831
0,9.858971643,868.5732588
0,52.03938,5155.317217
0,48.78507,4170.086495
0,47.56406,4364.095122
0,2.984004,1091.509603
0,13.82541752,1750.284767
0,64.33856,5540.302436
1,10.91791,1198.334446
0,54.83336,5209.371279
0,71.12545,5934.963982
0,2.282601557,395.2218567
0,65.33881,5717.977095
1,11.71117991,1385.152156
1,1.502124145,522.7806578
0,66.21743,6013.898703
0,3.318059,625.201163
1,61.96091,5688.676981
0,62.78784,5897.719086
0,54.28465,4681.080835
1,11.50651216,1316.145864
0,10.41798,1574.707587
0,4.355064781,683.8622599
0,8.245809832,1317.69652
0,1.84687,464.4350832
0,48.29494,4197.55311
0,61.54459,6284.948965
1,1.28507969,794.9581116
0,17.78769,1833.860705
1,5.295927221,1109.108163
0,5.018901,798.4043093
1,63.6037,5857.586671
1,8.640886,804.0993561
0,36.98095,3668.332806
0,70.19733,6554.853473
0,62.15286,5615.849093
0,48.35393,4711.28064
1,1.473304337,954.0290712
0,56.09481,5739.181377
0,61.69408,5593.020458
0,30.82191,3042.656083
0,65.16987,5954.856404
0,13.82188875,1551.398147
0,70.14609,5873.629847
0,63.18627,5307.208545
0,64.99919,5527.078856
0,15.41267,1708.202326
0,49.61816,4764.450406
1,6.051428262,1226.543716
1,6.631092,1329.56935
0,66.49538,5910.417848
0,56.04565,5282.510146
0,46.40554,4646.632157
0,69.05558,6723.72149
0,54.3819,4695.581772
0,48.84202,4171.400793
0,42.36211,3877.950833
0,12.22703,1782.043347
1,7.490867,939.4887657
0,66.20027,5680.91898
0,18.29765062,1810.920999
0,5.794641025,786.3429747
0,15.07508,1279.70353
0,54.61729,5066.033383
0,63.29972,5465.291356
0,6.580765,1288.736573
0,66.94288,5874.695874
1,8.063547235,1810.319743
0,64.48611,5666.607489
1,69.97649,6737.558934
1,2.288223389,937.6860638
0,57.31946,5312.129835
1,2.203859443,1120.241472
0,56.8243,4836.771242
0,1.050155,223.4765826
0,55.71809,5517.899709
0,2.593102097,351.7314539
0,50.63449,4507.354465
0,40.80483,4397.21741
1,4.898445616,1284.667114
1,2.437932,381.1393824
0,55.09779,4769.381102
1,7.766899,1166.167844
0,66.00877,6121.363135
0,1.506136,460.5286853
0,51.11345,4271.0951
1,1.760409672,871.1409059
0,71.66261,6427.653862
0,59.71663,4970.688189
1,7.138798,1497.624239
0,8.69085131,1420.771651
0,18.44164,1760.029684
0,62.12094,5951.449014
0,60.99804,5876.124132
0,60.16962,5626.09355
0,14.1842,2066.602785
1,10.22422,2017.913692
0,2.598489694,573.751474
0,9.339307484,941.291001
0,20.21413,1932.932484
0,70.30088,6060.997249
0,4.576705489,703.2651223
0,62.46678,6021.120111
1,7.677648117,1166.469107
0,68.01745,5727.757032
0,11.69113,1722.330381
0,68.75872,5695.648337
0,69.02601,6000.793836
1,61.2541,6191.579895
0,53.54212,4974.114415
0,39.72823,3347.326138
0,61.04037,5695.95181
0,52.61686,4745.32751
0,20.04140358,2256.776479
1,1.665089598,418.3354904
0,60.72645,5849.257593
0,5.449246,1034.133433
0,57.71425,5030.841405
0,58.52876,5045.986552
0,18.29391747,1714.188033
0,47.96609,5012.14381
0,62.77262,5334.884836
0,43.80971,4463.694644
0,3.437502,419.4107069
0,67.31311,5646.557605
1,10.56737,1524.959035
0,3.990895779,598.4998978
0,66.2177,5974.963224
0,48.27562,4797.290998
0,2.644504,655.8888087
1,4.241019424,1001.860025
1,3.761516,924.9657013
1,7.232429,1575.575608
0,15.15905,1654.594685
0,37.8337,3903.674979
1,1.763317472,746.9528584
1,4.380312,1046.538825
0,1.253929,322.5237064
0,6.086525665,840.1259162
0,68.1253,5636.386434
0,7.097053,506.014128
0,48.03223,4896.176201
0,66.85047,5791.466648
0,11.7516,1026.949787
